Date,Company,Location,Title,Role Summary,Responsibilities,Skills / Desired Characteristics,Min Qualifications,Preferred Qualifications
8/10/2014,Pivotal Labs,"Toronto, Canada",Product Manager,"In addition to our software development and UX design practices, Pivotal Labs now offers Product Management services to our clients. We serve as interim product managers for clients who are looking to build successful products quickly. We work closely with founders, entrepreneurs, designers, engineers, and customers to ensure the right product is defined, prioritized, and built.","Work closely with Pivotal clients to understand their product vision, and break it down into an actionable backlog of user stories for the development team
Work hands-on with the development team to prioritize, plan, and deliver software that meets client requirements
Help clients understand our iterative development approach and focus on delivering a Minimum Viable Product through careful and deliberate prioritization
Work with design resources (internal and/or external) to ensure timely delivery of designs and assets to the development team
Mentor and train client PMs to help them learn agile/XP methods and build skills
Identify potential client success stories and share with Pivotal marketing team
Help innovate and iterate on agile PM processes and share our learnings",,"5+ years of product management experience, especially with web-based products
Skilled at defining and prioritizing product features
Strong leadership and communication skills and the ability to teach others
Ability to work collaboratively with others and navigate complex decision making
Ability to collaborate well with engineers, designers, and clients
Experience with Pivotal Tracker
Previous success working with an agile development team
Background in design or software development a plus",
8/13/2014,Foursquare,"New York, NY",Product Manager,"You’re constantly coming up with great new feature ideas and thinking critically about which of them will make the biggest impact. You love working in teams, side-by-side with the best engineers and designers. You easily manage several projects at once. You work great under pressure. You don’t miss deadlines.

There’s a omniscient smartphone in the pockets of billions of people around the world. You want to a build a mobile service that helps people live better and more fun lives in the real world: discover awesome places, get insider tips, keep up and meet up with friends. You think you have what it takes to build a product that can go from 40m to hundreds of millions of users.","Figure out what people want, build it as quickly as possible with our amazing engineers and designers, ship it smoothly, make people’s lives better, measure progress, grow our company. Repeat.
Create wireframes to effectively express your ideas. You love the little big details.
Identify need through a combination of user research, data diving, and competitive analysis.
Define product vision and strategy, and inspire people with it across multiple teams.
Define metrics for success and failure. Analyze and create dashboards for key metrics.",,"Experience: 2-5 years at a consumer/mobile tech company
Education: BA/BS in Computer Science, Design, Econ, Stats, or other technical/analytical/creative fields
Technical. Weigh tradeoffs and have in depth discussions with engineers on the nuances of complex engineering systems
Experimental: Good grasp of experiment design, statistical analysis, and multivariate testing.
Write: Succinctly.
Team player: You listen well. You build consensus by default, but can drive hard decisions when you have to. You push the pace. You take blame and pass on praise.
Parallelize: Must be a self-motivated team player able to work in a small, fast-paced environment without much oversight. Can initiate and drive multiple projects concurrently.
Follow-through: You say what you’ll do, and do what you say. You don’t let details slip.
Ruthless: You know when to kill features, turn down sales requests, and ignore customer feedback
Bonus: If you’ve worked on mobile, social, and/or local products in the past.",
8/13/2014,Intercom,"Dublin, Ireland",Product Manager,"We are looking to hire an experienced product manager to join us on our mission making web and mobile business personal. Your challenge will be to help turn that mission from vision to reality, working end to end in the product build process, from new disruptive ideas to detailed iterations on design. This is a career defining opportunity for someone passionate about product management looking to drive product innovation forward from an early stage in Dublin. We work in small teams of designers and engineers and are a design led company. Our product managers need to be heavily invested in the importance of design in the product build.","Drive innovation in product development with a team of world-class engineers and designers
Work closely with product designers and engineering leads to prioritise and scope projects
Research and work closely with our research team to understand our users needs, and translate them into product requirements.
Become an expert in your area of the product, understanding the competitive landscape, the evolving market needs, and how those things relate to the company mission and vision.
Own the success or failure of your product team's work and initiate design and engineering sprints to improve shipped work.
Define and analyse metrics that inform the success of products.",,"Have a strong design background, think deeply about product design decisions and have an understanding of how to create simple user interfaces.
Be an excellent self starter who can deeply collaborate with designers and engineers.
Be an excellent communicator of product decisions and the rationale behind them.
Have excellent organisational skills and experience in a fast paced, constantly changing environment.
Be able to easily switch between thinking creatively and analytically.
Have an understanding of the technical architecture of complex web and mobile applications.

","Have a strong understanding of social design including behaviour patterns from psychology and social psychology.
Have experience building products that people can access on multiple devices, desktop, tablet, phone."
8/13/2014,Etsy,"Brooklyn, NY",Product Manager,"Etsy is seeking a highly organized, self-starting Product Manager to drive the conceptual and technical development of our shopping apps on Android and iOS. As a member of Etsy's Mobile team, you will work with your peers across design, engineering, support, business, operations, data and marketing to ship successful, meaningful products for Etsy's global community.
","Work across teams to improve Etsy’s mobile shopping experiences.
Evolve and articulate the product strategy and roadmap for Etsy’s shopping apps.
Support your product strategy with quantitative metrics, user research, usability studies, community feedback, and competitive analysis.
Gather and document requirements, prioritize features, create milestones to meet deadlines.
Collaborate with designers, engineers, testers, and peer product managers to launch features that will benefit Etsy’s community.
Set metrics for success and failure for each new product launch; create dashboards to monitor key metrics.
Broadly socialize your roadmap, launches, and learnings.
Ceaselessly iterate on product, project, and release management until all pain points fade away.
Working with product marketing, product support, PR, user research, and technical operations, anticipate responses to product releases to ensure smooth launches.",,"You’re enthusiastic about products you've shipped and teams you've led. You value transparency, and enjoy helping your peers grow and succeed.

You will be successful in this role if you:
Have worked in a similar role for 3 -5 years
Have a proven track record with planning, scoping, releasing, and maintaining the lifecycle of successful mobile applications (iOS, Android)
Have exceptional abilities in writing, speaking, and conveying intentions
Able to provide tactical and constructive feedback to designers
Able to have nuanced technical conversations with engineers
Have a functional understanding of software development—maybe you were an engineer in a previous life
Work well under pressure
Able to manage multiple projects simultaneously
Have the ability to manage projects across functional teams and technology stacks, including the ability to comprehend issues and articulate solutions that fall outside of the Mobile team
Have experience with a variety of project management tools, with the ability to shape them to your own process needs (and not the other way around)",
8/13/2014,Dwolla,"San Francisco, CA",Product Manager,"At Dwolla, we’re building the ideal way to move money between people and businesses, and we need a superstar product manager to shape how customers transact and how merchants receive funds. You’ll work closely with Engineering, Marketing, Operations, and Design to align business goals with executed projects. If you’re product manager who views an API as something that is productized and not a by-product of a feature, we want you on our team!",,"Extensive experience building and optimizing online consumer-facing products. Customers interact with your products without realizing it, because you’ve streamlined the process in intuitive ways. You obsess over user experience and inspire the team to execute your vision.
Experience prioritizing projects deemed critical across the entire organization. Everyone thinks their need is the #1 concern, but you know how to manage all of these top priorities across teams competing for the same resources.
A burning desire to dig into the data. You make decisions based on rigorous analysis of metrics and your team has confidence in your recommendations because of your detailed analysis. You’re a data nerd, and proud of it.
A willingness to fail-fast. Not that your goal is to fail, but you recognize when things are going awry, and make course corrections quickly. You acknowledge your findings publicly, and the organization respects your honesty and ability to learn from previous attempts.
A genuine need to Get Things Done. You move quickly, you push the team, you execute at a high level. No one ever wonders if you’re on top of things, because you’ve already responded to the crisis before anyone else knew about it.","Eight plus years of experience leading product development teams
Experience working in fast-paced, agile environments, and experience with start-ups
Strategically influenced the direction and lifecycle of API development
References from your previous work history that include members of Engineering, Marketing, and Business Development
Excellent communication skills",
8/13/2014,SoundCloud,"Berlin, Germany",Product Manager,"SoundCloud is the world’s leading audio platform, scaling up with a rapidly growing global user base, and we’re looking for a Product Manager, Playback and Delivery to join our team in Berlin. Working with a world-class engineering team, you’ll be responsible for understanding and improving the time to playback and quality of playback for desktop and mobile SoundCloud applications though optimized streaming technologies.","Communicate product vision and strategy for your product internally and externally.
Use data-driven approaches to guide your decisions and continuously iterate on playback and delivery.
Prioritize new features, improvements and bugs based on customer impact and business goals.
Define, monitor and analyze of streaming performance and other success metrics.
Determine best areas of improvement, taking into considering implementation time, performance yield and trade offs.
Engage with browser vendors.
Coordinate with other product managers and teams.",,"Bachelor's degree or higher education in a relevant field (computer science, information management, physics, maths...)
5+ years of product management and/or engineering experience, experience with agile methodology and ideally distributed teams. Proven record of delivering successful search products & services.
You have knowledge of audio codecs for quality and efficiency.
You know the benefits and setbacks of different codecs and security measures for playback performance, and are aware of limitations and capabilities of cross platform audio playback (native and software decoding).
You have a good understanding of network technologies (CDN setups, auth key signing, internal virtual networks)
You inspire and dazzle your colleagues with your depth of knowledge and ability to impart it.
Strong analytical and quantitative skills; ability to use hard data and metrics to back up assumptions, recommendations, and drive actions
Extremely thorough, detail-oriented and organized with ability to manage multiple parallel projects.
Apply now!
",
8/13/2014,Hipmunk,"San Francisco, CA",Product Manager,"We are seeking innovative product managers with a proven track record of building compelling consumer products on web and/or mobile. The position requires a self-starter who enjoys working with cross-functional and collaborative teams, has a strong analytical mind, is a great contributor, and is passionate about consumer experiences and Hipmunk. The individual will be responsible for planning, defining, and executing on a product roadmap for multiple features on Hipmunk's web product and/or mobile apps.

","Provide product direction and improve product strategy to accelerate company growth
Use fresh thinking to create new product plans in an established industry
Work with Engineering, Design, and Marketing to deliver innovative ideas and specifications
Conduct and lead data analysis for product initiatives
Present findings to the product management and the leadership team",,"Minimum 2 years of experience in product management in consumer web or mobile products
Ability to create product specifications and wireframes
Strong project management skills and ability to present work to leadership team
Exceptional data analysis skills
Outstanding written/oral and organizational skills and attention to detail
Must be a self-starter, a team player, and driven
Ability to motivate a team, provide clear direction, and give insight on industry trends
Previous startup experience is a strong plus
Past experience in mobile products is a strong plus
Passion for travel and creating compelling travel user experiences a plus
BA/BS degree required, CS/EE/Engineer degree a plus
Managing A/B testing a plus
",
8/25/2014,Kayak,"Cambridge, MA",Product Manager,"KAYAK is seeking a talented, experienced, and highly motivated product manager to join our UI team in Cambridge, MA. The ideal candidate should have expertise in developing travel and eCommerce products for top consumer web sites and should thrive in an agile, data-driven environment. This position reports to the SVP Technology, UI and eCommerce.

The ideal candidate will leverage a deep experience with travel and eCommerce products to define, design, deploy, and optimize hotel and booking features of our web sites. This role requires a strong understanding of consumer behavior, analytical skills, and the ability to work closely with KAYAK’s engineering, design, and business teams. The successful candidate will be an innovator who has a vision and iteratively rolls out features with detailed data analysis.","Drive hotel product definition balancing business and user needs.
Optimize check out path for flight, hotel, cars, and packages. Streamline user experience, improve conversions, add upsell and cross sell opportunities.
Lead cross-functional teams serving as product and project manager, define feature specifications, manage the development, monitor deployment and quality, optimize features post launch.
Design and analyze experiments.
Measure product performance using business and user metrics, establish relevant reports.
Interface with customer support to ensure that customer feedback is prioritized in a timely way.
Work with business development, partners, and legal to optimize language and harmonize provider differences.
Monitor the competitive landscape of hotel and shopping sites, identify and lead research needs.
Communicate product status and issues to key constituents across the KAYAK organization.
","Demonstrated consumer mind-set with preference for a B2C background in travel or eCommerce.
Specific experience in successfully developing and managing new products including a proven ability to champion products and drive to key decisions.
Good business judgment, BS/BA required, technical background strongly preferred, MBA or equivalent experience a strong plus.
Excellent communication and teamwork skills at all levels of an organization
Highly detail-oriented and analytic skills absolutely required
Ability to collaborate with teams across different cultures and timezones
",,
8/9/2014,Facebook,"Menlo Park, CA",Product Manager - Rotational Program,"Check out our www.fbrpms.com site to learn more from our current and former Rotational Product Managers! From News Feed to Mobile Applications and everything in between, we drive the conceptual and technical development of product initiatives from beginning to end. We collaborate with multiple teams throughout the company to deliver world-class products. 

Facebook’s Rotational Program (also open to recent grads) is a full-time, 12-18 month program that creates an environment for new PMs to lead product ideation, manage technical development process/flow, and launch innovative products for Facebook’s 1 billion plus users. Through out the course of 3 rotations within different product groups, the PMs in this program are able to drive product development with a team of world-class engineers and designers. They integrate usability studies, research and market analysis into product requirements to maximize user satisfaction. A major part of the role is defining and analyzing metrics that ensure the success of products and understanding Facebook’s strategic and competitive position to deliver products that are recognized as the best in the industry. 

Join our team if you want to make a deep impact on Facebook's newest products and help guide our evolution. Facebook Product Managers build products! Facebook is looking for entrepreneurial Product Managers to envision and bring to life new product initiatives that change the world! This position is full time and based at our headquarters in Menlo Park.
","Lead the ideation, technical development, and launch of innovative products
Establish shared vision across company by building consensus on priorities leading to product execution
Drive product development with a team of world-class engineers and designers
Integrate usability studies, research and market analysis into product requirements to enhance user satisfaction
Define and analyze metrics that ensure the success of products
Understand Facebook’s strategic and competitive position and deliver products that are recognized as the best in the industry
Maximize efficiency in a constantly evolving environment where the process is fluid and creative solutions are the norm",,"Successful Rotational Product Managers have come from a variety of backgrounds, including engineering and computer science programs, strategy consulting, investment banking and start-ups.
A BA/BS or MS in Computer Science Engineering or related technical field and/or experience in a strategy consulting or investment banking role is preferred.
Strong communication and presentation skills
Strong organizational and analytical skills
Product management or product design experience preferred but not required
Experience designing user interfaces – experience creating examples through wire frames and mock ups is a plus
Understanding of the technical architecture of complex and highly scalable web applications and/or media products is a plus",
8/26/2014,Kayak,"Cambridge, MA","Product Manager, Mobile","KAYAK is seeking a talented, experienced, and highly motivated product manager to join our mobile team in Cambridge, MA. The ideal candidate should have expertise creating innovative mobile consumer technology products and should thrive in an agile, data-driven environment. This position reports to the VP of Mobile.

The ideal candidate will leverage their deep experience with mobile consumer products to define, design, and deploy innovative features that enable KAYAK’s millions of users to plan and have the perfect trip. This role requires a strong understanding of consumer behavior and the ability to work closely with a cross-functional team to create and iterate product features. The candidate will be an innovator who understands how to craft a vision, define products, and drive concepts from business requirements to launch. S/he will combine strategic and operational skills to enhance and grow our core mobile platform.","Driving mobile product definitions, which balance business needs, customer needs and technological capabilities into strong mobile websites and apps
Leading cross-functional teams, serving as product and project manager, to define product specifications, establish milestones, and manage the development, implementation and marketing launch against goals
Interfacing with customer support to ensure that customer feedback is prioritized in a timely way
Measuring product performance and identification of key levers of improvement - including design and analysis of relevant reports
Monitoring the competitive landscape, identifying and leading relevant market, site and consumer research needs
Identify gaps in mobile product functionality and content offerings, as well as to assign priority to key product areas for development;
Define and prioritize application and feature development for KAYAK’s mobile websites and apps, across various mobile platforms and languages
Communicate product status, key issues and launch plans to key constituents across the KAYAK organization including senior management as well as engineering, design, sales, business development, PR and customer support teams
Staying abreast of the latest mobile technology and capabilities across various platforms
","Demonstrated consumer mind-set with preference for a B2C mobile background
Specific experience in successfully developing and managing new product launches including a proven ability to champion products and drive to key decisions
Must have been involved in at least one mobile app launch, from start to finish
Good business judgment, BS/BA required, technical background strongly preferred, MBA or equivalent experience a strong plus
Excellent communication and teamwork skills at all levels of an organization
Highly detail-oriented and analytic skills absolutely required
Ability to collaborate with teams across different cultures and timezones
",,
8/9/2014,Microsoft,"Redmond, WA",Product Planner II,"We want to find passionate individuals who are energized on where we’re headed!   Within the Microsoft Operating Systems Group (OSG), our Market Intelligence team drives market research excellence and innovation in order to infuse product development with differentiated possibilities.   This will be delivering high-impact, actionable market and product insights to evolve our products across PCs, tablets, phones, and so much more!   We are looking for a driven product planner to help understand our Enterprise & Developer landscape. This role is responsible for understanding the latest pulse from tech industry, delivering insightful analysis, reports, and helping engineering teams to understand future directions. 
","Own and being the voice of the market and define & scope projects that will to help engineering executives understand the market trends 
• Proactively and routinely share fact-based, forward-thinking market, competitive and audience insights for the   Enterprise & Developer landscape 
• Lead and drive complicated primary and secondary research to develop unique and impactful insights. Master various frameworks, such as SWOT, Strategic Map Grouping, Porter Five Forces, etc.
• Collaborate with other research managers in the execution, analysis and presentation of market insights to ensure a holistic understanding of business issues
• Provide thought leadership by identifying and recommending research methods, competitive intelligence methods, or analytical approaches that address short and long-term business objectives.
• Proactively and routinely share fact-based, forward-thinking insights","• Innovative: trying new things, leading the way
• Inclusive: making other great, transparency 
• Energetic: having fun, following your passion, making things happen
• Improving: learning from experience and fostering curiosity 
• Winning: sticking at things for the long term, living and breathing the competition 
We are looking for an experienced research and technical planner who can work with our business partners to generate actionable insights and to drive good decision making based on an understanding of the market opportunity, customer segments and the competitive landscape.
A passionate technology evangelist
• Must be comfortable working with a “blank sheet of paper” 
• Flexible and can deal well with ambiguity
• Can draw out relevant business implications from a breadth of primary and secondary information sources
• Strong analytical skills and detail oriented
• Strong written and oral communication skills
• An effective storyteller in written communication and also live demoing
• Highly proficient with Excel and PowerPoint
• Successful track record in interacting with senior business partners and executives
• Successful track record of working collaboratively with teams
Willing to take initiative to create bigger impact
Top Microsoft Success Factors include Strategic Thinking, Business & Strategy Leadership, Influence and Impact, Cross-Group Collaboration, Communication Skills, Courage and Conviction, Drive for Results, and Organizational Agility.","• A Bachelor’s degree is required; MBA or related graduate degree is strongly preferred
• 3+ years of relevant experience in the high-tech industry as a product planner, product manager, project manager, program manager, user researcher, or management consultant
• Ideal candidate would have a mix of strong market research and strategic consulting work experience.   Experience focus in the tech industry and international research as well.",
8/9/2014,Pinterest,"San Francisco, CA",Production Designer,"As a member of the Product Design team, a Production Designer ensures that Pinterest produces and ships the highest quality presentation possible for the Pinner. This is accomplished by being an integral member of the design team from initial concept development to final asset creation and delivery.","A successful Production Designer shapes the design delivery process, improving tools and development techniques along the way. This involves partnering closely with Product Designers, Engineers, and Product Managers on:

Product development and concept generation.
Product launches and feature updates.
Adobe Photoshop file creation, maintenance and file management.
Asset creation, conversion and maintenance for all platforms and screen densities.
Internationalization of product across all platforms and projects.
Consistent stateful design for all platforms:v (web, iOS, Android, email).
Identifying, tracking and solving inconsistencies throughout the build process.",,"Work that exhibits excellent use of typography, color, imagery, user experience design and attention to detail.
Expertise using Adobe Creative Cloud, specifically Photoshop and Illustrator.
BA or BFA with four years of work experience in a design-related field.
Experience designing for mobile devices.
Knowledge of front end markup: HTML/CSS/JQuery.
Familiarity with GitHub and versioning.
Proficiency on all mobile platforms, specifically Android and iOS.
Proficiency with Apple hardware and software.",
8/9/2014,Apple,"Santa Clara Valley, CA",Production Designer,"Apples Consumer Applications group is seeking a talented HiDPI Image Specialist to perform a variety of image and production tasks to help support the group's Visual Design Team. He or she prepares approved artwork and specifications for engineering implementation on both Retina and non-Retina display devices.  The HiDPI Image Specialist must be an expert in Photoshop and Illustrator, and fully versed in a range of other design tools. A knowledge of Modo and Cinema 4D and other 3D software would be beneficial.  The specialist would prepare art designed by others to strict standards for use in a variety of media: engineering implementation, web use or Keynote presentations, in addition to helping extend existing design languages or develop new metaphors.

A HiDPI Image Specialist should be able to command image based and typographical layouts and is advanced in knowledge of Apple products such, specifically OS X and iOS. Experience relating to other visual arts such as texture work, photography, 3D work, painting and graphic arts is also beneficial.  The position requires deliverables to be provided under tight deadlines — strong communication skills are a must, as well as coolness under pressure, problem solving, attention to detail, the ability to mediate and cope with rapid change. Above all, the role requires a dedicated individual who understands Apple's high standards and design aesthetic to the core.",,"A HiDPI Image Specialist should be able to command image based and typographical layouts and is advanced in knowledge of Apple products such, specifically OS X and iOS. Experience relating to other visual arts such as texture work, photography, 3D work, painting and graphic arts is also beneficial.
The position requires deliverables to be provided under tight deadlines — strong communication skills are a must, as well as coolness under pressure, problem solving, attention to detail, the ability to mediate and cope with rapid change. Above all, the role requires a dedicated individual who understands Apple's high standards and design aesthetic to the core.",BA in Graphic Design or equivalent,
8/9/2014,Amazon,"Seattle, WA",Production Manager,"The UX and Visual Design team within Amazon Web Services is looking for a Production Manager who is passionate about design and technology. In this role, you are responsible for the overall creative workflow process on our team and play an integral role in the design process, helping define goals and concepts from internal customers, working closely with designers, and shepherding projects to completion. Projects include visual design for web and events, user interface and interaction, and more. Our team delivers user experience design for the most high visibility web properties at AWS and builds thousands of visual design assets a year

A successful candidate will have both strong creative sensibilities and mastery of operations and metrics. You measure your projects’ effectiveness and are willing to propose changes in process and technology to drive efficiency and productivity. You are a relationship builder who cares passionately about the customer experiences that we create in partnership with our internal customers. If you are a detail-oriented driver who wants to lead the execution of a design and delivery process with huge customer reach, then we want to hear from you."," Define and evolve the creative workflow process to meet both designer and stakeholder needs
· Build our process for working with an design agency that provides flexible production design support
· Manage all design resourcing, assigning projects to internal designers or our design agency as needed
· Maintain roadmap for long-term UX projects and creative development
· Provide up-to-minute visibility of all work in flight to project stakeholders and management.",," 3+ years of project management experience in a fast-paced digital media environment
· Proven track record of execution in a demanding operational environment, with measurable efficiency improvements over time
· Fluency with operational metrics and commitment to improve against them
· Passion for and curiosity about collaborative project management and/or asset repository technologies
· Passion for technology and design industries","· Project management experience in a marketing or advertising environment
· Experience applying SCRUM to visual and/or UX design processes (or even an opinion about why/why not to)
· Some personal experience with hands-on visual design
"
8/9/2014,Facebook,"Menlo Park, CA",Program Manager,"Facebook is seeking an Internet.org Program Manager to lead programs that reduce the barriers to connectivity to the two thirds of the world who are not yet connected to the Internet. The projects will support the company's mission to give people the power to share and make the world more open and connected, and Internet.org's mission to make affordable internet access available to the two thirds of the world not yet connected. This is a full time position based in our Menlo Park office and will report to the VP of internet.org.","Work to identify and execute new projects that research and reduce the barriers to connectivity.
Work closely with product and engineering teams to execute on existing connectivity projects.
Manage the execution of connectivity projects end-to-end including delivery of project plans, collaboration with partners, and on-time delivery.
Collaborate cross-functionally to execute on the above projects to ensure that they are scalable globally.
Define market requirements, produce qualitative and quantitative analyses of program performance, aggregate feedback, and lead next steps on connectivity projects.
Provide hands on program management during analysis, implementation, and post implementation phases.
Perform risk management and change management on projects.
Provide day-to-day coordination and quality assurance for projects and tasks.
Travel to various locations around the world to execute projects.",,"B.S. in a technical discipline or equivalent experience. Engineering degree preferred.
A minimum of 8+ years of program management experience at a mobile or leading technology company.
Passion for the Internet.org mission.
5+ Experience with mobile operators and hardware manufacturers.
8+ Experience in complex program management, partnerships.
Exceptional organizational and analytical skills, demonstrated skills in recognizing and leveraging market trends, requirements gathering, resource organization, and schedule development.
Excellent communication skills.
Strong organizational and cross functional coordination skills including building relationships with a diverse team.
Ability to produce results in a fast paced environment.
Willingness to travel across the globe to implement plans to reduce barriers to connectivity.
Direct experience in reducing the barriers to internet connectivity preferred.
International experience preferred.",
8/17/2014,Zillow,"Seattle, WA",Program Manager,"We are looking for a  smart, fun and creative  Program Manager to be part of Zillow’s  Team.  The goal of this small and motivated team is to grow our site usage and engagement by building cool products that attract new users and keep them coming back to the site.

This is a pivotal role where you will be working on interesting and complex challenges – and actually see your positive impact on the company.

PMs at Zillow get to interact with people from every part of the company (strategy, design, development, operations, and sales). So if want to gain experience in a key role and work alongside some the best in Seattle, you should check us out.    ","Own product plans and strategy
Drive projects from concept to launch 
Create product specifications, user scenarios, and preliminary concepts 
Iterate quickly and test new ideas - analyze results
Work collaboratively with a strong agile cross-team of developers, testers, designers, program managers, and business partners ",,"At least one year of Program Management experience with a consumer facing product
Bachelor’s degree in a technical field (Computer Science or Computer Engineering preferred)
Strong technical, UX, communication, analytics
Creative problem solving skills
Passion for new technology and consumer focus
An entrepreneurial spirit
The ability to work in a fast-paced, agile and collaborative cross-team environment",
8/9/2014,Adobe,"San Francisco, CA",QE/Experience Developer,"The Seed team within Adobe’s Experience Design (XD) group focuses on innovating and incubating new products for creative collaboration and creative expression.  We are looking for a Quality Engineer/Developer to help test, enhance, polish and deliver new products that focus on massively-multitouch, in-person collaboration for designers and other creatives. This is a unique position with many facets. The ideal candidate should have experience in White-Box testing, extending automation test frameworks for native and/or web technologies, and be willing to travel to customer sites to help manage installation logistics, customer training and feedback, lead troubleshooting and review project status.
This is a rare opportunity to work within a design-led organization to help build a new generation of creative tools at Adobe.","Work closely with principal designers and developers to make new product visions a reality
Create and maintain small test suites for new products in development using native and web technologies
Help configure, install and deploy continuous integration systems
Validate new product features, review and write documentation, and confirm bug fixes
Travel to customer locations to oversee installation of software and hardware for multitouch collaboration systems
Investigate and assess relevant emerging technologies (hardware and software) relevant to initiatives and projects within the group
Work with product management to help break down high level goals into tasks and timelines 
",,"Bachelors or Computer Science, Computer Engineering, or similar technical field
A passion for high-quality, detail-focused user experiences and design
1+ years experience in application development and/or testing
Familiarity with Git or similar version control systems
Experience with test-driven development and continuous integration systems
Experience with computer networking, setting up local networks, configuring IP, and basic network troubleshooting
Ability to work independently as needed, helping to manage off-site installation of software systems at customer locations
Willingness to work with customers and be an advocate for customer needs
Flexibility and willingness to work on a variety of projects 
","Experience in event production or event management, including logistics coordination for live events (corporate, theater, TV, film, or similar)
Experience with JavaScript testing frameworks such as Jasmine, Mocha or similar
Experience with Objective-C/Cocoa testing frameworks such as XCUnit
Experience with software development for iOS and/or Mac OS X using Cocoa
Experience in web-based software development using JavaScript, HTML and CSS using MVC frameworks 
"
8/9/2014,Facebook,"Menlo Park, CA",Qualitative Researcher,"Join a collaborative and passionate team working to make the best experiences for people capturing and sharing the World's moments. Our work aims to understand the people who use our products, gleaning insights to drive product direction and strategy. For this position, we are looking for a range from qualitative specialists to methodological generalists, with broad skills in qualitative and design research methods and an understanding of quantitative concepts. 

The right candidates will be excellent communicators, knowledgeable about UI design, passionate about social computing, comfortable in a flat, fast moving organization, excited to collaborate, and focused squarely on impacting the Instagram product and business.","Work closely with product teams to identify research topics
Design studies that address both user behavior and attitudes
Generate insights that both fuel ideation and evaluate designs
Conduct research using a wide variety of qualitative methods and a subset of quantitative methods
Work cross-functionally with design, product management, content strategy, engineering and marketing
Communicate results and illustrate suggestions in compelling and creative ways",,"MA/MS in HCI, Psychology, Social Science or a related field preferred
3+ years experience in applied product research
Command of a broad set of qualitative and user-centered design methods
Basic understanding of quantitative, behavioral analysis and statistical concepts
Ability to ask, as well as answer, meaningful and impactful questions
Compelling communication",
8/13/2014,Etsy,"Brooklyn, NY",Quantitative User Experience Researcher,"The Quantitative User Experience Researcher develops original insights to shape the direction of Etsy's products and services through online surveys, user panels, and other data-driven research methods. Etsy is seeking a quantitative UX researcher to join our growing research team. You will support Etsy’s product development and design efforts by designing and analyzing online surveys, building and moderating community panels, and collaborating with colleagues specializing in product management and data analysis to identify opportunities for improving the user experience for Etsy’s growing community of buyers and sellers.","Collaborate with research colleagues and project teams to identify opportunities to incorporate survey research methods into their project plans
Develop metrics and identify appropriate tools for assessing customer satisfaction across the full range of Etsy products and services
Moderate online user panels
Source and manage vendors
Work closely with data analysts to integrate quantitative research methods with ongoing analysis and experimentation such as A/B and multivariate testing
Create and maintain a library of findings
Document research findings and insights to be shared across the company on an ongoing basis",,"At least 5 years experience conducting quantitative research
Expertise at designing and analyzing online surveys
Understanding of both qualitative and quantitative research methods, and familiarity with user-centered design principles
Excellent written and verbal communication skills
Self-motivated, detail-oriented and able to manage multiple projects simultaneously
Relevant experience planning and conducting quantitative research studies
Familiarity with Qualtrics, SurveyGizmo, SPSS
Experience with ForeSee a plus
BS or MS in Business, Statistics, Psychology, Computer Science or related field",
8/9/2014,Facebook,"Menlo Park, CA",Quantitative UX Researcher,"Come join a diverse and collaborative team of researchers who work directly with product design to make the best social platform for Facebook's billion users. Our work ranges from formative to evaluative, ethnography to live experiments and involves collaboration between qualitative and quantitative researchers. For this position, we are looking for people with strong skills in behavioral data analysis, experimental and survey research, and statistics. The right candidates will be excellent communicators, knowledgeable about UI design, passionate about social computing, comfortable in a flat, fast moving organization, excited to collaborate, and focused squarely impacting the design of Facebook.","Work closely with product teams to identify research topics
Design studies that address both user behavior and attitudes
Generate insights that both fuel ideation and evaluate designs
Conduct research using a wide variety of quantitative methods, and interpret analysis through the lens of UX, HCI, and social science
Collaborate closely with qualitative researchers
Work cross-functionally with design, product management, content strategy, engineering and marketing
Partner with engineers, analysts, and other technical roles to create and share research
Communicate results and illustrate suggestions in compelling and creative ways",,"MS or PhD in a human behavior related field preferred (HCI, Psychology, Social Science, Information Science, etc.)
Experience in applied product research
Experience working with large scale data in multi-method studies
Experience with applied statistics
Experience coding, PHP, SQL and Python preferred
Familiarity with survey design and response effects
Understanding and appreciation of qualitative and user-centered design methods
Ability to ask, as well as answer, meaningful and impactful questions
Ability to communicate complex analysis and results compellingly to a lay audience",
